farm_id,month,temperature,precipitation,soil_moisture,drought_index,risk_probability,terra_score,yield_t_ha
FARM-1338,2025-07,37.7,187.2,49.1,0.399,0.1926,807,4.45
FARM-1338,2025-08,33.2,70.8,39.6,0.331,0.1599,840,4.35
FARM-1338,2025-09,33.1,87.6,37.5,0.356,0.1795,821,4.07
FARM-1338,2025-10,31.5,64.4,40.9,0.409,0.2271,773,4.04
FARM-1338,2025-11,27.3,18.0,30.6,0.417,0.3179,682,3.63
FARM-1338,2025-12,23.9,24.6,31.7,0.404,0.2847,715,3.73
FARM-1338,2026-01,22.8,4.5,31.6,0.441,0.3389,661,4.26
FARM-1338,2026-02,24.6,26.9,34.3,0.398,0.264,736,3.94
FARM-1338,2026-03,25.2,9.7,27.5,0.351,0.3209,679,3.61
FARM-1338,2026-04,28.6,25.2,28.8,0.35,0.2804,720,3.86
FARM-1338,2026-05,33.9,26.5,27.4,0.377,0.3085,691,4.2
FARM-1338,2026-06,35.7,89.8,38.7,0.369,0.3268,673,3.84
FARM-1338,2026-07,36.8,105.9,35.8,0.348,0.3745,625,4.06
FARM-1338,2026-08,34.3,139.2,41.0,0.351,0.3276,672,4.0
FARM-1339,2021-09,33.1,275.9,53.3,0.15,0.02,980,3.51
FARM-1339,2021-10,32.7,137.1,35.1,0.157,0.0642,936,3.51
FARM-1339,2021-11,27.9,99.2,32.8,0.18,0.0984,902,3.12
FARM-1339,2021-12,26.8,49.6,24.9,0.23,0.1432,857,3.1
FARM-1339,2022-01,24.4,20.5,26.0,0.201,0.2008,799,3.27
FARM-1339,2022-02,25.5,23.2,26.5,0.196,0.1175,882,3.34
FARM-1339,2022-03,25.7,47.0,28.3,0.176,0.151,849,3.73
FARM-1339,2022-04,31.9,37.8,29.2,0.249,0.1198,880,3.24
FARM-1339,2022-05,32.6,164.4,38.5,0.168,0.0898,910,3.62
FARM-1339,2022-06,34.1,255.2,43.4,0.212,0.1064,894,3.44
FARM-1339,2022-07,36.9,566.3,70.6,0.142,0.0878,912,3.27
FARM-1339,2022-08,36.1,476.1,62.3,0.148,0.044,956,3.8
FARM-1339,2022-09,33.4,213.6,44.3,0.166,0.052,948,3.7
FARM-1339,2022-10,28.6,118.1,35.4,0.25,0.1197,880,3.37
FARM-1339,2022-11,26.6,72.1,32.4,0.226,0.0766,923,3.55
FARM-1339,2022-12,25.6,48.3,28.7,0.132,0.0446,955,3.37
FARM-1339,2023-01,25.5,34.6,28.9,0.163,0.0735,927,3.61
FARM-1339,2023-02,27.0,48.3,27.7,0.208,0.0203,980,3.37
FARM-1339,2023-03,26.4,31.9,27.3,0.183,0.0589,941,3.72
FARM-1339,2023-04,30.8,72.8,28.0,0.179,0.0343,966,3.66
FARM-1339,2023-05,33.9,172.0,44.6,0.166,0.02,980,3.29
FARM-1339,2023-06,36.5,230.9,44.2,0.153,0.02,980,3.66
FARM-1339,2023-07,35.2,532.0,68.8,0.0,0.02,980,3.67
FARM-1339,2023-08,33.7,122.1,34.0,0.058,0.02,980,3.49
FARM-1339,2023-09,32.7,268.3,41.0,0.08,0.02,980,3.69
FARM-1339,2023-10,32.4,94.4,31.9,0.11,0.02,980,3.42
FARM-1339,2023-11,26.0,105.3,34.0,0.028,0.02,980,3.89
FARM-1339,2023-12,26.4,55.0,30.1,0.029,0.02,980,3.26
FARM-1339,2024-01,24.1,59.1,25.9,0.04,0.02,980,3.67
FARM-1339,2024-02,22.1,12.0,28.1,0.019,0.02,980,3.66
FARM-1339,2024-03,28.2,52.7,29.3,0.0,0.02,980,3.46
FARM-1339,2024-04,31.7,83.5,30.8,0.025,0.02,980,3.45
FARM-1339,2024-05,33.0,110.1,34.1,0.0,0.02,980,3.15
FARM-1339,2024-06,35.5,271.6,47.0,0.0,0.02,980,3.75
FARM-1339,2024-07,35.6,231.3,39.6,0.0,0.02,980,3.6
FARM-1339,2024-08,36.5,249.5,46.9,0.0,0.02,980,3.77
FARM-1339,2024-09,33.3,131.6,33.3,0.0,0.02,980,3.52
FARM-1339,2024-10,29.9,111.5,32.6,0.0,0.02,980,3.54
FARM-1339,2024-11,26.4,52.4,30.8,0.0,0.02,980,3.4
FARM-1339,2024-12,23.7,58.2,29.3,0.0,0.02,980,3.65
FARM-1339,2025-01,25.3,49.6,29.7,0.0,0.02,980,3.5
FARM-1339,2025-02,24.5,25.0,27.9,0.02,0.02,980,3.6
FARM-1339,2025-03,26.8,38.8,25.3,0.0,0.02,980,3.35
FARM-1339,2025-04,31.2,35.3,29.4,0.057,0.02,980,3.39
FARM-1339,2025-05,35.3,110.2,34.4,0.0,0.02,980,3.56
FARM-1339,2025-06,35.8,180.0,42.2,0.024,0.02,980,3.75
FARM-1339,2025-07,35.2,147.2,33.7,0.066,0.02,980,3.32
FARM-1339,2025-08,36.0,184.4,34.6,0.009,0.02,980,3.92
FARM-1339,2025-09,32.5,221.2,43.2,0.069,0.02,980,3.8
FARM-1339,2025-10,28.6,140.6,38.2,0.0,0.02,980,3.6
FARM-1339,2025-11,25.6,102.0,37.0,0.041,0.02,980,3.86
FARM-1339,2025-12,25.0,58.2,29.6,0.107,0.0273,973,3.51
FARM-1339,2026-01,23.3,100.2,31.0,0.14,0.0512,949,3.37
FARM-1339,2026-02,26.4,62.2,29.3,0.199,0.0556,944,3.57
FARM-1339,2026-03,26.0,62.7,29.0,0.144,0.02,980,3.44
FARM-1339,2026-04,30.0,35.5,30.3,0.09,0.02,980,3.75
FARM-1339,2026-05,32.4,117.7,33.9,0.23,0.02,980,3.46
FARM-1339,2026-06,35.3,237.0,51.3,0.187,0.02,980,3.73
FARM-1339,2026-07,34.4,500.9,65.0,0.137,0.02,980,3.62
FARM-1339,2026-08,36.0,222.7,47.3,0.192,0.02,980,3.38
FARM-1340,2021-09,31.0,182.2,36.8,0.257,0.4491,551,3.53
FARM-1340,2021-10,28.5,77.6,22.8,0.261,0.4439,556,4.06
FARM-1340,2021-11,25.6,72.8,26.7,0.288,0.4153,585,3.87
FARM-1340,2021-12,20.4,51.7,21.8,0.199,0.4524,548,3.41
FARM-1340,2022-01,22.6,39.3,26.3,0.258,0.4408,559,3.73
FARM-1340,2022-02,21.9,24.7,21.7,0.249,0.4312,569,3.57
FARM-1340,2022-03,26.7,33.4,25.2,0.306,0.3752,625,3.6
FARM-1340,2022-04,31.4,52.5,26.0,0.242,0.3531,647,3.91
FARM-1340,2022-05,30.5,75.7,28.5,0.161,0.3072,693,4.15
FARM-1340,2022-06,32.6,190.5,30.8,0.196,0.3234,677,3.97
FARM-1340,2022-07,35.0,220.9,38.2,0.16,0.2899,710,3.96
FARM-1340,2022-08,34.6,170.9,33.7,0.207,0.2936,706,4.31
FARM-1340,2022-09,30.6,213.0,44.9,0.132,0.24,760,4.38
FARM-1340,2022-10,28.8,120.5,25.5,0.125,0.2204,780,4.3
FARM-1340,2022-11,25.5,24.5,21.7,0.233,0.2329,767,4.3
FARM-1340,2022-12,23.2,47.9,25.2,0.102,0.2078,792,4.12
FARM-1340,2023-01,21.7,31.1,27.1,0.113,0.1625,838,4.72
FARM-1340,2023-02,20.8,25.2,20.4,0.048,0.1938,806,4.34
FARM-1340,2023-03,25.2,44.9,21.1,0.01,0.1138,886,4.42
FARM-1340,2023-04,27.0,56.0,27.6,0.117,0.1661,834,4.3
FARM-1340,2023-05,32.2,170.4,35.7,0.0,0.1312,869,4.3
FARM-1340,2023-06,32.7,61.0,25.7,0.034,0.1121,888,4.28
FARM-1340,2023-07,34.3,188.1,35.8,0.0,0.0792,921,4.33
FARM-1340,2023-08,35.7,331.7,44.9,0.0,0.0823,918,4.26
FARM-1340,2023-09,32.6,159.9,31.4,0.0,0.0464,954,4.99
FARM-1340,2023-10,28.5,70.0,30.3,0.0,0.1145,886,4.89
FARM-1340,2023-11,25.5,41.7,23.6,0.0,0.0961,904,4.11
FARM-1340,2023-12,24.0,45.2,27.6,0.051,0.1362,864,4.27
FARM-1340,2024-01,25.6,13.3,22.9,0.0,0.1391,861,4.46
FARM-1340,2024-02,24.8,29.2,25.2,0.085,0.1636,836,4.21
FARM-1340,2024-03,27.8,25.0,22.8,0.0,0.1467,853,4.66
FARM-1340,2024-04,28.2,29.2,29.8,0.084,0.172,828,4.48
FARM-1340,2024-05,32.4,60.4,30.4,0.008,0.164,836,4.28
FARM-1340,2024-06,34.3,181.0,35.2,0.061,0.1778,822,4.25
FARM-1340,2024-07,35.2,210.1,39.1,0.025,0.1879,812,4.41
FARM-1340,2024-08,33.6,260.8,40.7,0.0,0.1684,832,4.81
FARM-1340,2024-09,32.6,169.0,38.2,0.006,0.1818,818,4.23
FARM-1340,2024-10,30.0,45.7,28.5,0.022,0.2335,766,4.15
FARM-1340,2024-11,26.1,20.4,22.2,0.113,0.2652,735,3.61
FARM-1340,2024-12,23.8,56.2,27.1,0.107,0.2198,780,4.57
FARM-1340,2025-01,22.9,36.8,21.4,0.13,0.2859,714,3.95
FARM-1340,2025-02,21.9,10.7,28.6,0.138,0.296,704,4.03
FARM-1340,2025-03,25.5,26.2,27.6,0.107,0.2858,714,4.12
FARM-1340,2025-04,27.1,26.9,22.6,0.223,0.2811,719,3.7
FARM-1340,2025-05,30.3,64.6,29.5,0.125,0.2266,773,3.92
FARM-1340,2025-06,37.0,71.4,26.1,0.138,0.2444,756,4.16
FARM-1340,2025-07,34.6,326.6,47.8,0.225,0.2276,772,4.22
FARM-1340,2025-08,33.4,236.1,41.3,0.241,0.3027,697,3.94
FARM-1340,2025-09,32.2,191.0,40.3,0.222,0.1816,818,4.41
FARM-1340,2025-10,29.0,115.5,36.2,0.271,0.2554,745,4.12
FARM-1340,2025-11,26.7,22.0,22.7,0.272,0.3287,671,3.79
FARM-1340,2025-12,24.7,30.4,26.1,0.29,0.2428,757,4.23
FARM-1340,2026-01,23.4,39.5,28.0,0.318,0.2318,768,4.04
FARM-1340,2026-02,24.6,17.5,26.5,0.255,0.2382,762,3.87
FARM-1340,2026-03,25.7,49.6,27.8,0.311,0.2051,795,3.85
FARM-1340,2026-04,29.5,56.3,26.0,0.328,0.2314,769,3.8
FARM-1340,2026-05,32.4,43.0,24.9,0.285,0.1959,804,4.58
FARM-1340,2026-06,34.6,91.1,27.6,0.284,0.1426,857,3.99
FARM-1340,2026-07,35.4,254.9,45.6,0.247,0.0762,924,4.63
FARM-1340,2026-08,34.9,238.5,38.4,0.256,0.0933,907,4.19
FARM-1341,2021-09,25.6,86.5,41.5,0.219,0.02,980,2.02
FARM-1341,2021-10,24.3,28.7,42.9,0.253,0.02,980,1.86
FARM-1341,2021-11,19.7,31.2,42.1,0.126,0.02,980,1.72
FARM-1341,2021-12,16.7,14.3,36.1,0.307,0.02,980,2.06
FARM-1341,2022-01,17.8,13.1,41.0,0.235,0.02,980,2.06
FARM-1341,2022-02,18.8,14.1,36.6,0.233,0.02,980,1.89
FARM-1341,2022-03,20.5,15.8,40.7,0.287,0.02,980,1.87
FARM-1341,2022-04,24.4,23.2,39.0,0.121,0.02,980,1.87
FARM-1341,2022-05,25.9,52.0,46.9,0.151,0.02,980,1.93
FARM-1341,2022-06,28.4,96.7,47.7,0.203,0.02,980,1.87
FARM-1341,2022-07,29.2,90.5,50.4,0.203,0.02,980,1.84
FARM-1341,2022-08,28.2,59.2,41.3,0.163,0.02,980,1.9
FARM-1341,2022-09,28.6,95.3,41.0,0.14,0.02,980,1.95
FARM-1341,2022-10,23.3,24.9,36.9,0.146,0.02,980,1.87
FARM-1341,2022-11,20.1,38.0,44.8,0.194,0.02,980,1.94
FARM-1341,2022-12,17.4,17.0,37.5,0.212,0.02,980,1.91
FARM-1341,2023-01,17.6,17.8,43.5,0.257,0.02,980,1.92
FARM-1341,2023-02,18.7,20.6,40.2,0.237,0.02,980,1.87
FARM-1341,2023-03,20.8,21.0,37.0,0.239,0.02,980,1.86
FARM-1341,2023-04,24.5,16.0,38.2,0.322,0.02,980,2.14
FARM-1341,2023-05,25.4,37.7,40.1,0.248,0.02,980,1.98
FARM-1341,2023-06,28.9,68.2,43.9,0.288,0.02,980,1.96
FARM-1341,2023-07,30.1,77.2,43.9,0.275,0.02,980,1.95
FARM-1341,2023-08,27.8,109.7,44.7,0.391,0.02,980,1.84
FARM-1341,2023-09,26.4,65.6,42.3,0.344,0.02,980,1.78
FARM-1341,2023-10,22.5,55.0,45.7,0.364,0.02,980,1.98
FARM-1341,2023-11,19.1,18.9,35.0,0.383,0.02,980,2.02
FARM-1341,2023-12,17.1,8.3,38.3,0.381,0.02,980,1.83
FARM-1341,2024-01,16.7,19.0,40.4,0.438,0.0482,952,1.85
FARM-1341,2024-02,16.8,21.4,43.3,0.425,0.02,980,1.85
FARM-1341,2024-03,20.1,14.8,41.7,0.429,0.0354,965,1.68
FARM-1341,2024-04,23.3,5.9,41.7,0.421,0.02,980,1.97
FARM-1341,2024-05,24.5,43.1,39.9,0.404,0.02,980,1.9
FARM-1341,2024-06,28.2,73.6,50.7,0.436,0.02,980,1.87
FARM-1341,2024-07,28.0,85.7,46.8,0.447,0.02,980,1.82
FARM-1341,2024-08,29.0,33.1,38.8,0.521,0.02,980,1.98
FARM-1341,2024-09,25.6,63.9,42.0,0.477,0.02,980,1.96
FARM-1341,2024-10,20.7,17.3,42.8,0.508,0.02,980,1.98
FARM-1341,2024-11,19.8,18.7,33.6,0.522,0.02,980,1.99
FARM-1341,2024-12,16.5,19.9,38.2,0.499,0.02,980,2.04
FARM-1341,2025-01,15.9,15.2,41.4,0.511,0.02,980,1.77
FARM-1341,2025-02,17.4,15.0,38.7,0.404,0.02,980,1.85
FARM-1341,2025-03,19.2,17.3,40.9,0.444,0.02,980,2.22
FARM-1341,2025-04,22.0,10.9,42.3,0.462,0.02,980,1.91
FARM-1341,2025-05,25.5,63.1,50.3,0.376,0.02,980,1.81
FARM-1341,2025-06,28.8,76.1,47.3,0.393,0.02,980,2.03
FARM-1341,2025-07,29.0,117.8,46.3,0.325,0.02,980,1.89
FARM-1341,2025-08,28.2,103.5,48.0,0.305,0.02,980,1.96
FARM-1341,2025-09,27.1,74.1,41.0,0.282,0.02,980,1.88
FARM-1341,2025-10,22.2,57.3,40.8,0.341,0.02,980,1.95
FARM-1341,2025-11,19.7,27.2,41.0,0.253,0.02,980,1.89
FARM-1341,2025-12,17.2,26.1,35.9,0.319,0.02,980,2.04
FARM-1341,2026-01,18.7,15.4,40.2,0.292,0.02,980,2.03
FARM-1341,2026-02,16.7,1.0,36.9,0.265,0.02,980,2.06
FARM-1341,2026-03,20.6,20.4,41.2,0.287,0.02,980,1.8
FARM-1341,2026-04,22.5,26.4,43.3,0.26,0.02,980,2.01
FARM-1341,2026-05,23.8,39.6,39.7,0.269,0.02,980,1.86
FARM-1341,2026-06,29.3,40.8,41.6,0.274,0.02,980,1.84
FARM-1341,2026-07,29.7,72.0,44.9,0.185,0.02,980,2.04
FARM-1341,2026-08,29.1,95.7,50.8,0.244,0.02,980,1.97
FARM-1342,2021-09,30.1,80.4,24.6,0.722,0.8994,101,2.76
FARM-1342,2021-10,27.1,73.4,24.6,0.768,0.9241,76,2.53
FARM-1342,2021-11,23.4,22.5,14.3,0.774,0.9641,36,2.34
FARM-1342,2021-12,24.2,13.2,12.4,0.743,0.904,96,2.81
FARM-1342,2022-01,21.5,30.7,16.8,0.737,0.9064,94,2.65
FARM-1342,2022-02,23.4,16.6,13.0,0.717,0.85,150,3.11
FARM-1342,2022-03,25.7,46.7,18.2,0.754,0.9144,86,2.54
FARM-1342,2022-04,29.7,24.5,18.5,0.779,0.8545,146,3.19
FARM-1342,2022-05,30.0,85.4,21.7,0.716,0.8254,175,2.73
FARM-1342,2022-06,32.8,120.2,19.5,0.654,0.7669,233,2.77
FARM-1342,2022-07,33.5,134.3,21.2,0.707,0.8019,198,2.87
FARM-1342,2022-08,33.6,141.1,25.1,0.632,0.7274,273,3.14
FARM-1342,2022-09,31.6,104.8,20.8,0.64,0.7355,264,3.33
FARM-1342,2022-10,28.9,82.1,23.8,0.631,0.7108,289,3.04
FARM-1342,2022-11,25.9,50.8,23.7,0.602,0.6418,358,2.96
FARM-1342,2022-12,22.6,8.9,15.3,0.648,0.7134,287,2.97
FARM-1342,2023-01,23.0,25.2,17.0,0.665,0.6993,301,3.09
FARM-1342,2023-02,23.1,25.2,14.1,0.613,0.5933,407,3.4
FARM-1342,2023-03,24.2,28.8,14.6,0.641,0.6298,370,3.16
FARM-1342,2023-04,26.6,40.2,16.7,0.638,0.6185,381,3.18
FARM-1342,2023-05,30.4,46.7,19.7,0.595,0.5664,434,3.72
FARM-1342,2023-06,33.8,104.1,27.2,0.605,0.4653,535,3.42
FARM-1342,2023-07,34.0,213.7,27.4,0.535,0.4491,551,3.53
FARM-1342,2023-08,33.3,170.2,28.6,0.489,0.4244,576,3.82
FARM-1342,2023-09,32.4,126.4,23.5,0.47,0.4546,545,3.49
FARM-1342,2023-10,26.8,60.5,21.1,0.462,0.4177,582,4.05
FARM-1342,2023-11,24.0,42.8,19.2,0.503,0.4184,582,3.75
FARM-1342,2023-12,23.5,27.8,19.5,0.415,0.4529,547,3.85
FARM-1342,2024-01,23.3,13.0,17.3,0.434,0.3954,605,3.77
FARM-1342,2024-02,23.0,22.6,17.6,0.48,0.4178,582,3.67
FARM-1342,2024-03,26.0,18.0,16.9,0.41,0.3954,605,3.82
FARM-1342,2024-04,27.9,32.6,19.3,0.412,0.3861,614,3.54
FARM-1342,2024-05,31.2,76.4,23.1,0.454,0.3535,646,3.79
FARM-1342,2024-06,31.3,125.0,27.4,0.382,0.4153,585,3.03
FARM-1342,2024-07,34.9,211.4,31.3,0.362,0.3654,635,3.38
FARM-1342,2024-08,31.2,178.4,33.1,0.392,0.3741,626,3.63
FARM-1342,2024-09,30.3,151.7,24.2,0.359,0.3478,652,3.87
FARM-1342,2024-10,25.6,81.7,21.8,0.325,0.4343,566,3.65
FARM-1342,2024-11,23.3,33.2,21.9,0.46,0.414,586,3.55
FARM-1342,2024-12,22.5,22.7,15.7,0.452,0.453,547,3.36
FARM-1342,2025-01,23.7,14.4,14.2,0.496,0.5167,483,3.55
FARM-1342,2025-02,22.0,20.7,15.2,0.372,0.4272,573,3.54
FARM-1342,2025-03,24.0,30.3,18.8,0.511,0.4533,547,3.25
FARM-1342,2025-04,28.3,23.8,19.5,0.47,0.4609,539,3.7
FARM-1342,2025-05,31.1,38.8,16.2,0.442,0.4934,507,3.62
FARM-1342,2025-06,33.7,146.4,30.8,0.576,0.5023,498,3.65
FARM-1342,2025-07,33.6,123.6,23.4,0.467,0.4104,590,4.03
FARM-1342,2025-08,33.6,140.2,29.4,0.528,0.4694,531,3.42
FARM-1342,2025-09,30.9,56.2,16.6,0.568,0.4722,528,3.76
FARM-1342,2025-10,28.2,54.8,13.2,0.582,0.4485,552,3.41
FARM-1342,2025-11,26.3,31.7,25.4,0.563,0.4619,538,3.2
FARM-1342,2025-12,22.5,31.1,18.9,0.575,0.4593,541,3.67
FARM-1342,2026-01,21.8,29.6,19.4,0.562,0.43,570,3.65
FARM-1342,2026-02,23.6,11.9,21.5,0.619,0.4033,597,3.78
FARM-1342,2026-03,24.1,39.2,21.0,0.653,0.3798,620,3.48
FARM-1342,2026-04,26.9,44.5,17.6,0.638,0.4278,572,3.66
FARM-1342,2026-05,29.7,76.6,22.8,0.639,0.4018,598,3.54
FARM-1342,2026-06,35.6,172.7,27.6,0.624,0.3143,686,3.64
FARM-1342,2026-07,33.3,148.6,29.8,0.663,0.3079,692,3.81
FARM-1342,2026-08,31.3,83.7,19.9,0.758,0.3537,646,4.1
FARM-1343,2021-09,36.8,118.7,28.1,0.394,0.9033,97,3.91
FARM-1343,2021-10,29.4,26.5,21.5,0.364,0.98,20,3.61
FARM-1343,2021-11,28.5,47.3,20.7,0.451,0.9728,27,3.8
FARM-1343,2021-12,24.9,21.3,18.4,0.49,0.98,20,3.23
FARM-1343,2022-01,24.2,18.1,14.9,0.506,0.98,20,3.82
FARM-1343,2022-02,26.4,21.4,17.1,0.515,0.98,20,3.42
FARM-1343,2022-03,29.1,17.0,15.9,0.466,0.98,20,3.53
FARM-1343,2022-04,30.7,26.0,14.4,0.553,0.98,20,3.6
FARM-1343,2022-05,33.2,56.2,23.9,0.554,0.98,20,3.25
FARM-1343,2022-06,36.6,73.8,21.8,0.557,0.98,20,3.81
FARM-1343,2022-07,38.3,138.9,27.6,0.468,0.98,20,3.63
FARM-1343,2022-08,34.5,232.6,37.9,0.518,0.9693,31,3.7
FARM-1343,2022-09,34.0,31.8,21.1,0.575,0.98,20,3.63
FARM-1343,2022-10,30.1,55.7,25.1,0.563,0.98,20,3.64
FARM-1343,2022-11,27.7,33.2,18.8,0.519,0.98,20,3.73
FARM-1343,2022-12,27.6,18.2,23.4,0.585,0.98,20,3.6
FARM-1343,2023-01,26.2,26.0,14.8,0.55,0.9724,28,3.49
FARM-1343,2023-02,24.9,12.2,18.7,0.519,0.9588,41,3.68
FARM-1343,2023-03,23.8,11.7,19.3,0.483,0.9293,71,3.26
FARM-1343,2023-04,32.7,13.4,17.4,0.492,0.9532,47,3.72
FARM-1343,2023-05,33.1,91.4,29.7,0.469,0.915,85,3.5
FARM-1343,2023-06,36.8,78.5,23.4,0.468,0.9068,93,3.71
FARM-1343,2023-07,37.6,95.4,25.8,0.409,0.8164,184,4.23
FARM-1343,2023-08,38.2,86.9,26.1,0.481,0.8435,156,3.78
FARM-1343,2023-09,32.5,18.0,19.8,0.502,0.8529,147,3.79
FARM-1343,2023-10,33.1,56.6,22.1,0.458,0.7526,247,3.84
FARM-1343,2023-11,28.3,31.8,20.7,0.361,0.77,230,4.12
FARM-1343,2023-12,23.6,24.5,24.2,0.423,0.8317,168,4.04
FARM-1343,2024-01,26.3,32.1,22.9,0.416,0.7604,240,3.86
FARM-1343,2024-02,24.5,20.4,26.2,0.324,0.7135,286,4.05
FARM-1343,2024-03,28.2,8.5,20.2,0.311,0.7094,291,4.1
FARM-1343,2024-04,31.0,8.5,22.9,0.325,0.704,296,3.91
FARM-1343,2024-05,33.1,82.0,30.5,0.237,0.654,346,4.03
FARM-1343,2024-06,31.2,76.8,25.1,0.239,0.6496,350,4.59
FARM-1343,2024-07,40.0,90.3,21.5,0.202,0.7067,293,4.23
FARM-1343,2024-08,34.0,103.9,27.6,0.291,0.6963,304,4.16
FARM-1343,2024-09,36.4,155.8,30.4,0.283,0.6931,307,4.56
FARM-1343,2024-10,30.7,1.6,19.1,0.216,0.7105,290,4.46
FARM-1343,2024-11,28.3,28.3,17.8,0.326,0.7547,245,3.84
FARM-1343,2024-12,27.6,27.1,16.2,0.269,0.7256,274,4.11
FARM-1343,2025-01,24.9,14.9,20.7,0.175,0.6908,309,4.58
FARM-1343,2025-02,26.0,30.6,23.6,0.316,0.7295,271,3.94
FARM-1343,2025-03,25.9,8.7,14.0,0.247,0.7122,288,4.61
FARM-1343,2025-04,29.8,42.1,19.4,0.267,0.7675,232,4.13
FARM-1343,2025-05,35.8,89.5,22.1,0.23,0.7497,250,4.34
FARM-1343,2025-06,34.2,87.6,23.5,0.268,0.7825,217,4.12
FARM-1343,2025-07,37.3,177.8,35.9,0.312,0.7046,295,3.95
FARM-1343,2025-08,37.5,107.7,23.5,0.282,0.7564,244,3.9
FARM-1343,2025-09,33.1,77.9,23.5,0.203,0.7205,279,4.26
FARM-1343,2025-10,30.4,68.4,19.6,0.33,0.7435,256,4.23
FARM-1343,2025-11,27.5,37.3,19.7,0.326,0.7681,232,4.21
FARM-1343,2025-12,26.9,14.2,16.8,0.384,0.8767,123,3.97
FARM-1343,2026-01,26.7,5.9,17.1,0.355,0.8636,136,3.65
FARM-1343,2026-02,27.1,34.9,17.5,0.4,0.8011,199,3.94
FARM-1343,2026-03,26.9,35.8,18.2,0.385,0.7535,247,3.69
FARM-1343,2026-04,31.4,35.6,19.9,0.412,0.7791,221,3.89
FARM-1343,2026-05,35.9,33.8,22.7,0.489,0.8334,167,4.13
FARM-1343,2026-06,36.3,61.0,19.7,0.489,0.8032,197,4.26
FARM-1343,2026-07,35.6,77.5,24.1,0.476,0.7686,231,3.92
FARM-1343,2026-08,38.3,68.3,25.0,0.402,0.7733,227,4.15
FARM-1344,2021-09,27.6,47.9,25.3,0.489,0.1357,864,2.36
FARM-1344,2021-10,25.1,23.6,28.1,0.548,0.2631,737,2.23
FARM-1344,2021-11,22.8,16.9,27.5,0.551,0.1759,824,2.51
FARM-1344,2021-12,19.9,8.2,22.8,0.492,0.1562,844,2.58
FARM-1344,2022-01,18.6,10.4,23.6,0.552,0.1809,819,2.31
FARM-1344,2022-02,19.5,12.4,28.4,0.475,0.1888,811,2.22
FARM-1344,2022-03,20.1,3.7,27.9,0.538,0.2056,794,2.35
FARM-1344,2022-04,25.3,17.5,25.5,0.519,0.1736,826,2.33
FARM-1344,2022-05,30.6,47.2,28.4,0.518,0.1369,863,2.53
FARM-1344,2022-06,30.0,43.3,25.4,0.52,0.1395,860,2.64
FARM-1344,2022-07,32.4,79.8,29.8,0.478,0.1638,836,2.35
FARM-1344,2022-08,31.4,92.8,31.0,0.47,0.187,813,2.38
FARM-1344,2022-09,28.0,56.6,31.9,0.401,0.1028,897,2.51
FARM-1344,2022-10,27.7,21.9,30.0,0.479,0.053,947,2.59
FARM-1344,2022-11,21.4,9.3,26.4,0.519,0.0974,903,2.61
FARM-1344,2022-12,17.9,11.8,22.6,0.454,0.0811,919,2.68
FARM-1344,2023-01,18.0,17.1,23.4,0.422,0.0659,934,2.4
FARM-1344,2023-02,21.4,14.3,25.1,0.431,0.0762,924,2.66
FARM-1344,2023-03,24.2,9.6,24.7,0.35,0.02,980,2.79
FARM-1344,2023-04,24.3,17.0,25.5,0.418,0.02,980,2.55
FARM-1344,2023-05,27.1,41.8,28.5,0.321,0.02,980,2.32
FARM-1344,2023-06,29.1,34.2,18.0,0.27,0.02,980,2.54
FARM-1344,2023-07,31.1,110.7,34.8,0.319,0.02,980,2.84
FARM-1344,2023-08,31.1,108.2,30.8,0.264,0.02,980,2.69
FARM-1344,2023-09,29.6,53.4,29.4,0.331,0.02,980,2.63
FARM-1344,2023-10,25.5,43.6,26.1,0.32,0.02,980,2.63
FARM-1344,2023-11,22.1,22.1,27.1,0.39,0.02,980,2.63
FARM-1344,2023-12,18.7,17.1,31.6,0.244,0.02,980,2.57
FARM-1344,2024-01,19.6,15.6,24.5,0.321,0.02,980,2.7
FARM-1344,2024-02,18.1,14.8,28.2,0.257,0.02,980,2.37
FARM-1344,2024-03,22.7,10.8,27.6,0.273,0.02,980,2.53
FARM-1344,2024-04,24.1,27.6,28.1,0.217,0.02,980,2.66
FARM-1344,2024-05,26.8,19.9,21.8,0.242,0.02,980,2.28
FARM-1344,2024-06,27.9,26.9,24.2,0.256,0.02,980,2.81
FARM-1344,2024-07,33.1,82.4,32.1,0.241,0.02,980,2.61
FARM-1344,2024-08,31.1,45.2,34.3,0.223,0.02,980,2.63
FARM-1344,2024-09,26.4,81.0,32.6,0.125,0.02,980,2.53
FARM-1344,2024-10,24.7,52.9,25.4,0.165,0.02,980,2.84
FARM-1344,2024-11,22.8,24.6,28.1,0.21,0.02,980,2.63
FARM-1344,2024-12,18.7,10.2,24.0,0.156,0.02,980,2.73
FARM-1344,2025-01,18.0,16.7,24.8,0.202,0.02,980,2.6
FARM-1344,2025-02,18.0,18.3,20.9,0.219,0.02,980,2.68
FARM-1344,2025-03,21.2,11.4,21.0,0.253,0.0339,966,2.47
FARM-1344,2025-04,28.3,11.8,29.6,0.221,0.0331,967,2.81
FARM-1344,2025-05,29.9,46.7,24.0,0.271,0.0263,974,2.6
FARM-1344,2025-06,32.0,61.2,24.3,0.291,0.051,949,2.56
FARM-1344,2025-07,31.6,60.5,29.5,0.291,0.0462,954,2.44
